,name,price,store,image,story,category,location,vegan
265,san pellegrino,$5.49,Metro,https://cdn.flippenterprise.net/page_items/240949200/1636055999/large.jpg,,meat,Kingston,FALSE
266,starbucks or kicking horse ground coffee,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/5260f986-3b17-11ec-aed0-0edc53c25ee6/medium,save $3.00,meat,Kingston,FALSE
267,"boosh, crave, gardein or sol cuisine frozen meal",$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839229/49dde4d6-3b17-11ec-ae01-0e7faade0358/medium,save $1.30,meat,Kingston,FALSE
268,cheemo perogies,$2.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/43ca7122-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
269,fresh 2 go family meal,$24.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/39ca5d0e-3b17-11ec-81b0-0ec6e2beadde/medium,,meat,Kingston,FALSE
270,schneiders quiche,$8.99,Metro,https://cdn.flippenterprise.net/page_items/240948896/1636056100/large.jpg,2 bonus miles when you buy 1,meat,Kingston,FALSE
271,annie's cereal,$4.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/42770330-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
272,baby gourmet baby purée,6/ $10.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/43ec56ca-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
273,ben's original bistro express instant rice,2/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/45b98ebe-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
274,campbell's broth,2/ $4.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/5e0e74fc-3b17-11ec-aed0-0edc53c25ee6/medium,"save $2.18 on 2, 25 25 bonus miles when you buy 4",meat,Kingston,FALSE
275,catelli gluten free or super greens pasta,$1.99,Metro,https://cdn.flippenterprise.net/page_items/240949250/1636056001/large.jpg,,meat,Kingston,FALSE
276,dainty basmati rice,$5.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/42a78c1c-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
277,hellmann's salad dressing,2/ $7.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/48d10870-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
278,hershey's chipits baking chocolate,$6.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/4321cbd0-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
279,hilary's burgers,$5.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/42d15ed4-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
280,irresistibles belgian waffles,$3.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/42904f5c-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
281,irresistibles extra virgin olive oil,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/42cfa8f0-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
282,irresistibles grana padano 14 months,$8.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/7bee992a-3b17-11ec-8a88-0efae983d694/medium,,meat,Kingston,FALSE
283,irresistibles three-meat pie,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/79e69fc4-3b17-11ec-a114-0e7faade0358/medium,,meat,Kingston,FALSE
284,jordans morning granola cereal,$4.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/43ca54da-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
285,just egg,$5.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/53e8baaa-3b17-11ec-aed0-0edc53c25ee6/medium,save $1.00,meat,Kingston,FALSE
286,kind granola bars,$16.99,Metro,https://cdn.flippenterprise.net/page_items/240949438/1636056015/large.jpg,save $5.00,meat,Kingston,FALSE
287,"knorr sidekicks, ben's original fast & fancy instant rice, kraft dinner or heinz beans or pasta",$0.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839229/4b34c494-3b17-11ec-ae01-0e7faade0358/medium,save $1.00,meat,Kingston,FALSE
288,lay's family size chips,$1.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/404fe9f0-3b17-11ec-81b0-0ec6e2beadde/medium,,meat,Kingston,FALSE
289,life smart organic brown eggs,$5.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/3c3a201a-3b17-11ec-81b0-0ec6e2beadde/medium,save $1.00,meat,Kingston,FALSE
290,pasta tavola ravioli,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839331/5cc80662-3b17-11ec-a36b-0e1ba86a8db4/medium,save $3.00,meat,Kingston,FALSE
291,patak's sauces or 3 step kits,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/45ee5734-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
292,quaker chewy or dipps bars,2/ $4.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839262/5f4de0aa-3b17-11ec-bed8-0ec6e2beadde/medium,,meat,Kingston,FALSE
293,quaker oatmeal or cereal,$2.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839229/4bc7e21a-3b17-11ec-ae01-0e7faade0358/medium,save $1.50,meat,Kingston,FALSE
294,san paolo panettone,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/42492a1e-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
295,"selection premium milk chocolate orange, liquorice allsorts or wine gums",2/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/55f09e58-3b17-11ec-aed0-0edc53c25ee6/medium,,meat,Kingston,FALSE
296,shady maple farms maple syrup,$10.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/467f1e68-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
297,shirriff lemon pie filling or instant pudding,2/ $4.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839262/6134f52a-3b17-11ec-bed8-0ec6e2beadde/medium,,meat,Kingston,FALSE
298,sprague organic chick pea or black bean,4/ $5.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839331/5961fa8c-3b17-11ec-a36b-0e1ba86a8db4/medium,,meat,Kingston,FALSE
299,asparagus,$3.99 lb,Metro,https://cdn.flippenterprise.net/page_items/240941190/1636056013/large.jpg,,meat,Kingston,FALSE
300,attitude salad,$2.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/3f2d7524-3b17-11ec-81b0-0ec6e2beadde/medium,,meat,Kingston,FALSE
301,belle grove whole white mushrooms,$3.99,Metro,https://cdn.flippenterprise.net/page_items/240941299/1636056041/large.jpg,,meat,Kingston,FALSE
302,blueberries,$4.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/6e2cf390-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
303,carrots or yellow onions,$1.99,Metro,https://cdn.flippenterprise.net/page_items/240941301/1636056049/large.jpg,,meat,Kingston,FALSE
304,cold snap pears,$5.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/677a3580-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
305,fresh whole medjool dates,$9.99,Metro,https://cdn.flippenterprise.net/page_items/240941318/1636056060/large.jpg,save $5.00,meat,Kingston,FALSE
306,green cabbage,$0.79 lb,Metro,https://cdn.flippenterprise.net/page_items/240941315/1636056059/large.jpg,,meat,Kingston,FALSE
307,green zucchini,$1.69 lb,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/7c59bf70-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
308,greenhouse strawberries,$5.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/64d02c86-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
309,large black seedless grapes,$1.99 lb,Metro,https://cdn.flippenterprise.net/page_items/240941044/1636055993/large.jpg,,meat,Kingston,FALSE
310,large honeycrisp apples,$2.99 lb,Metro,https://cdn.flippenterprise.net/page_items/240941274/1636056016/large.jpg,,meat,Kingston,FALSE
311,large pom wonderful pomegranates,2/ $5.00,Metro,https://cdn.flippenterprise.net/page_items/240941307/1636056052/large.jpg,,meat,Kingston,FALSE
312,"large red, orange or yellow sweet pepper",$2.44 lb,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/3ee8ae26-3b17-11ec-81b0-0ec6e2beadde/medium,,meat,Kingston,FALSE
313,life smart naturalia frozen fruit,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/4627e0bc-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
314,love beets,$4.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/7e3626da-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
315,organic ambrosia apples,$2.99 lb,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/5c1df500-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
316,organic grape tomatoes,$4.99,Metro,https://cdn.flippenterprise.net/page_items/240941333/1636056086/large.jpg,,meat,Kingston,FALSE
317,"organic russet, yellow fleshed or red potatoes",$4.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/6929861a-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
318,pomegranate arils,$11.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/7d213154-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
319,store made carousels,2/ $20.00,Metro,https://cdn.flippenterprise.net/page_items/240941337/1636056097/large.jpg,,meat,Kingston,FALSE
320,store made stewing kits,$4.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/5e39eb50-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
321,yams,$1.79 lb,Metro,https://cdn.flippenterprise.net/page_items/240941312/1636056057/large.jpg,,meat,Kingston,FALSE
322,sweet red onions,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839309/55148698-3b17-11ec-ac43-0ec6e2beadde/medium,,meat,Kingston,FALSE
323,the little potato company creamer potatoes,$3.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/63431dec-3b17-11ec-8aa9-0e1ba86a8db4/medium,,meat,Kingston,FALSE
324,vanilla persimmons,$7.99,Metro,https://cdn.flippenterprise.net/page_items/240941296/1636056017/large.jpg,,meat,Kingston,FALSE
325,allen's or oasis nutrisource,2/ $6.50,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/4d9226aa-3b17-11ec-aed0-0edc53c25ee6/medium,15 bonus miles when you buy 2,meat,Kingston,FALSE
326,delissio thin crust or singles pizza,2/ $11.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/42a78c1c-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
327,dole fruit,$3.49,Metro,https://cdn.flippenterprise.net/page_items/240949424/1636056059/large.jpg,,meat,Kingston,FALSE
328,hellmann's mayonnaise,$5.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/42666a0c-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
329,"häagen-dazices cream, frozen dessert or novelties",$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/3ff67d70-3b17-11ec-81b0-0ec6e2beadde/medium,save $3.00,meat,Kingston,FALSE
330,irresistibles ice cream,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/4665e830-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
331,janes pub style breaded chicken,$6.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/5fdf9464-3b17-11ec-a114-0e7faade0358/medium,,meat,Kingston,FALSE
332,mr. noodles instant noodles,2/ $1.00,Metro,https://cdn.flippenterprise.net/page_items/240949264/1636056009/large.jpg,,meat,Kingston,FALSE
333,nuts for butter spread,$6.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/41e52e24-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
334,wholly veggie frozen meal,$4.99,Metro,https://cdn.flippenterprise.net/page_items/240949645/1636056006/large.jpg,save $2.00,meat,Kingston,FALSE
335,angie's popcorn,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/42edbd7c-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
336,bear paws family size,$5.29,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/46e0d8ba-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
337,christie cookies or crackers,2/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/56c4fd1a-3b17-11ec-aed0-0edc53c25ee6/medium,,meat,Kingston,FALSE
338,cracker barrel cheese snacks,$14.99,Metro,https://cdn.flippenterprise.net/page_items/240949410/1636056057/large.jpg,,meat,Kingston,FALSE
339,enjoy life lentil chips,$3.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/429b86d8-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
340,goldfish crackers,2/ $5.50,Metro,https://cdn.flippenterprise.net/page_items/240949429/1636056070/large.jpg,,meat,Kingston,FALSE
341,hershey's family chocolate bars,2/ $5.00,Metro,https://cdn.flippenterprise.net/page_items/240949272/1636056017/large.jpg,,meat,Kingston,FALSE
342,love child baby cookies,4/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/44301dc4-3b17-11ec-a280-0ec6e2beadde/medium,,meat,Kingston,FALSE
343,post cereal,2/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/414e4dce-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
344,quaker crispy minis,3/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/55f09e58-3b17-11ec-aed0-0edc53c25ee6/medium,,meat,Kingston,FALSE
345,ryvita cracker,$2.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/430f610c-3b17-11ec-8cb5-0edc53c25ee6/medium,,meat,Kingston,FALSE
346,schneiders pepperettes,$5.00,Metro,https://cdn.flippenterprise.net/page_items/241021629/1636056007/large.jpg,,meat,Kingston,FALSE
347,cap off rib grilling steak,$14.99 lb,Loblaws,https://cdn.flippenterprise.net/page_items/240588945/1635800140/large.jpg,,meat,Kingston,FALSE
348,eye of round oven roast,$6.99 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5e1ec3da-37f6-11ec-b082-0e7faade0358/medium,,meat,Kingston,FALSE
349,fresh atlantic salmon fillets,$9.99 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/41152c98-37f6-11ec-89e7-0ec6e2beadde/medium,save $2 lb,meat,Kingston,FALSE
350,"fresh atlantic salmon portions plain or marinated, 113 g or lobster tails, 2-3 oz",$5.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5be0b2f4-37f6-11ec-b082-0e7faade0358/medium,,meat,Kingston,FALSE
351,lean ground beef,$3.49 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/41a1e16a-37f6-11ec-89e7-0ec6e2beadde/medium,,meat,Kingston,FALSE
352,"maple leaf flakes, 156 g",$1.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/5fd8a402-37f6-11ec-8e25-0e1ba86a8db4/medium,,meat,Kingston,FALSE
353,"pc beer battered shrimp, 300 g",$10.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5b11b80a-37f6-11ec-aa05-0efae983d694/medium,,meat,Kingston,FALSE
354,"pc chicken drumsticks 8's, thighs, bone-in 6's or blue menu chicken breast fillets air chilled, 350 g",2/ $16.00 or $9.00,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5e396f50-37f6-11ec-b082-0e7faade0358/medium,,meat,Kingston,FALSE
355,"pc easy cook! salmon or cod portions, 290/320 g",,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/4479dc12-37f6-11ec-94ea-0edc53c25ee6/medium,"buy 1, get 1 free",meat,Kingston,FALSE
356,"pc kalbi beef short ribs, 500 g",$13.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5ba8c02e-37f6-11ec-aa05-0efae983d694/medium,,meat,Kingston,FALSE
357,"pc lobster & scallop seafood bake with mussels and shrimp, 700 g",$19.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5ac8befc-37f6-11ec-aa05-0efae983d694/medium,,meat,Kingston,FALSE
358,"pc pacific large white shrimp, raw zipperback, 31-40 per lb, 400 g",$5.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/420e4030-37f6-11ec-94ea-0edc53c25ee6/medium,save $2,meat,Kingston,FALSE
359,"pc shrimp appetizers or crispy calamari rings, 340-454 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5ac6abe4-37f6-11ec-b082-0e7faade0358/medium,,meat,Kingston,FALSE
360,"pc smoked salmon selected varieties, 150 g or wild argentinian shrimp raw zipperback, 21-30 per lb 340 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5b9a8e00-37f6-11ec-b082-0e7faade0358/medium,,meat,Kingston,FALSE
361,pc whole chicken,$2.49 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/4313d954-37f6-11ec-89e7-0ec6e2beadde/medium,save $1.50 lb,meat,Kingston,FALSE
362,pork tenderloin,$4.99 lb,Loblaws,https://cdn.flippenterprise.net/page_items/240588944/1635800138/large.jpg,,meat,Kingston,FALSE
363,"yorkshire valley organic ground chicken or turkey, 454 g",$10.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5b52ddbc-37f6-11ec-b082-0e7faade0358/medium,,meat,Kingston,FALSE
364,asian brown pear,$2.49 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/58724344-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
365,"cavendish farms premium fries 454-750 g, hashbrown patties 600 g or no name vegetables 750 g",$2.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/42a1f640-37f6-11ec-94ea-0edc53c25ee6/medium,,meat,Kingston,FALSE
366,"oranges, 5 lb box",$6.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4cf7e046-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
367,"eat smart buffalo cauliflower bites, 554 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4ee51fea-37f6-11ec-9779-0efae983d694/medium,"pc optimum 1,500 pts",meat,Kingston,FALSE
368,"farmer's market™ carrots, 3 lb bag",2/ $4.00 or $2.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/594a4d20-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
369,"farmer's market™ greenhouse peppers, 3's",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4c80c664-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
370,"farmer's market™ onions, 3 lb bag",2/ $4.00 or $2.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/58ffebe0-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
371,"farmer's market™ potatoes, 10 lb bag",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/435dc06e-37f6-11ec-89e7-0ec6e2beadde/medium,save at least $2,meat,Kingston,FALSE
372,"french green or yellow beans, 350/400 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4be4f360-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
373,greenhouse beefsteak tomatoes,$1.99 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/594b206a-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
374,kiwi,$0.89,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4ce81f6c-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
375,large cantaloupes each or pc live lettuce 2's,$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4b3e9376-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
376,"medjool dates, 2 lb",$6.99 ** member price,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/44a8033a-37f6-11ec-89e7-0ec6e2beadde/medium,,meat,Kingston,FALSE
377,"mini salad, 95–385 g",$3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4e9cc39e-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
378,"no name coconut, 400 g",$3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821757/5fb09e12-37f6-11ec-89a0-0e7faade0358/medium,,meat,Kingston,FALSE
379,no name mushrooms 284 ml or vegetables 341/398 ml,$0.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/44360000-37f6-11ec-94ea-0edc53c25ee6/medium,,meat,Kingston,FALSE
380,pc axiany 681 g or mixiany 680 g cherry tomatoes,$6.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4b8d0402-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
381,pc extra large green or red seedless grapes,$1.99 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/427672a4-37f6-11ec-89e7-0ec6e2beadde/medium,,meat,Kingston,FALSE
382,pc live lettuce red or trio,$3.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/599b9342-37f6-11ec-84e2-0ec6e2beadde/medium,pc optimum 350 pts,meat,Kingston,FALSE
383,"pc organics baby king oyster mushroom, 200 g",$5.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/59e0230e-37f6-11ec-84e2-0ec6e2beadde/medium,"pc optimum 1,000 pts",meat,Kingston,FALSE
384,"pc organics royal gala or red delicious apples, 3 lb bag",$7.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/58b9838a-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
385,pc organics salad greens 142 g or taylor farms snack kits 163/184 g,$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4b8a7b56-37f6-11ec-9779-0efae983d694/medium,,meat,Kingston,FALSE
386,"pc organics whole cremini or white mushrooms, 680 g",$6.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/5a2bf950-37f6-11ec-84e2-0ec6e2beadde/medium,pc optimum 700 pts,meat,Kingston,FALSE
387,yams,$1.79 lb,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/59e3e930-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
388,"coca-cola, canada dry or pepsi soft drinks, 12x355 ml",2/ $10.00 or $5.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/60bad4da-37f6-11ec-8e25-0e1ba86a8db4/medium,,meat,Kingston,FALSE
389,"davidstea 15's, loose leaf tea 40-50 g, matcha single serve 12's or folgers roast and ground coffee 642-920 g",$7.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/432af7b0-37f6-11ec-94ea-0edc53c25ee6/medium,save at least $2,meat,Kingston,FALSE
390,"mott's garden cocktail, clamato juice 1.89 l, ocean spray 100% juice blend or cocktail 1.77/1.89 l",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/42d9ec44-37f6-11ec-94ea-0edc53c25ee6/medium,save 50¢,meat,Kingston,FALSE
391,"oasis, - 1.36 l",2/ $6.00 or $3.99,Loblaws,https://cdn.flippenterprise.net/page_items/240589033/1635800149/large.jpg,,meat,Kingston,FALSE
392,"oasis, - 960 ml",$1.39,Loblaws,https://cdn.flippenterprise.net/page_items/240589034/1635800150/large.jpg,,meat,Kingston,FALSE
393,"pc jamaican style ginger beer, 6x222 ml",2/ $5.00 or $2.79,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5b5c13b4-37f6-11ec-aa05-0efae983d694/medium,,meat,Kingston,FALSE
394,"pc orange juice, 2.63 l",$3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/43a17ab6-37f6-11ec-89e7-0ec6e2beadde/medium,save $1,meat,Kingston,FALSE
395,"perrier water, 12x750 ml",$16.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/432384ee-37f6-11ec-94ea-0edc53c25ee6/medium,,meat,Kingston,FALSE
396,rougemont - 2 l,2/ $6.00 or $3.69,Loblaws,https://cdn.flippenterprise.net/page_items/240589032/1635800148/large.jpg,,meat,Kingston,FALSE
397,sunrype - 1.36 l,2/ $6.00 or $3.99,Loblaws,https://cdn.flippenterprise.net/page_items/240589035/1635800151/large.jpg,,meat,Kingston,FALSE
398,"action figures, barbie dolls or playsets",,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12842893/f5afa758-3b54-11ec-a301-0edc53c25ee6/medium,save up to 15%,meat,Kingston,FALSE
399,"bluewater fish, shrimp, battered or breaded, 210-600 g",2/ $12.00 or $8.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/61b7485a-37f6-11ec-8e25-0e1ba86a8db4/medium,,meat,Kingston,FALSE
400,"breyers creamery style ice cream, confectionery dessert 1.66 l, klondike 4's or ben & jerry's 473-500 ml",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/4181be58-37f6-11ec-94ea-0edc53c25ee6/medium,pc optimum 800 pts,meat,Kingston,FALSE
401,"burnbrae egg bites!, 336 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/62e8578c-37f6-11ec-8e25-0e1ba86a8db4/medium,"pc optimum 2,000 pts",meat,Kingston,FALSE
402,"campbell's tomato, cream of mushroom, vegetable or chicken noodle soup, 284 ml",$0.69,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/4423b72e-37f6-11ec-89e7-0ec6e2beadde/medium,save 30¢,meat,Kingston,FALSE
403,"carnation or tim hortons hot chocolate, 450-500 g",$4.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821754/5dd7ba08-37f6-11ec-8acb-0efae983d694/medium,,meat,Kingston,FALSE
404,"christie cookies, 212-303 g",2/ $5.00 or $2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821754/5d97a756-37f6-11ec-8acb-0efae983d694/medium,,meat,Kingston,FALSE
405,"classico pasta sauce, 650 ml",3/ $11.00 or $3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821763/6aef021e-37f6-11ec-b8ab-0e1ba86a8db4/medium,,meat,Kingston,FALSE
406,"club house one step or la grille seasoning blends, 111-248 g",2/ $10.00 or $6.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/5b7e81d8-37f6-11ec-84e2-0ec6e2beadde/medium,,meat,Kingston,FALSE
407,"dr. oetker momenti, 160-185 g, giuseppe garlic fingers or bruschetta, 317/405 g",2/ $6.00 or $3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/6201ffd0-37f6-11ec-8e25-0e1ba86a8db4/medium,,meat,Kingston,FALSE
