,item,category,name,price,store,image,story,vegan,foods,real price,location
241,chocolate,other,Hershey's family chocolate bars,2/ $5.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],2.5,Kingston
242,grissol melba toast or baguettes,none,Grissol melba toast or baguettes,2/ $5.00,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829151/50780330-38bf-11ec-8597-0edc53c25ee6/medium,,FALSE,['grissol melba toast or baguettes'],2.5,Kingston
243,vachon snack cakes,none,Vachon snack cakes,2/ $5.00 or 2.97-$3.67,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333325/1635946408/medium,,FALSE,['vachon snack cakes'],2.5,Kingston
244,underwood meat spreads,none,Underwood meat spreads,2/ $5.00 or $2.97,Giant Tiger,https://cdn.flippenterprise.net/page_items/240333211/1635969270/large.jpg,,FALSE,['underwood meat spreads'],2.5,Kingston
245,mushrooms,produce,Whole white or cremini mushrooms,2/ $5.00,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12821749/44360000-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,['mushrooms'],2.5,Kingston
246,becel,vegan,Pc butter alternative 454 g or becel margarine 427/454 g,2/ $5.00 or $2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/4343fe2c-37f6-11ec-89e7-0ec6e2beadde/medium,,FALSE,['becel'],2.5,Kingston
247,waffles,other,Pearl milling company pancake & waffle mix or syrup,2/ $5.00,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829142/45ad73cc-38bf-11ec-ba38-0edc53c25ee6/medium,,FALSE,['waffles'],2.5,Kingston
248,buns,bakery,"Any villaggio bread or buns, dempster's white, whole wheat, 100% whole grains bread, bagels, 7"" tortillas, hot dog or hamburger buns or sara lee little bites",buy 2/ $5.00,Food Basics,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333141/1635946591/medium,,FALSE,"['bagels', 'buns']",2.5,Kingston
249,chips,other,Frito-lay chips,3/ $8.00 or $2.97,Giant Tiger,https://cdn.flippenterprise.net/page_pdf_images/12829438/dc7fa148-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,['chips'],2.6666666666666665,Kingston
250,chips,other,Frito-lay chips or snacks,3/ $8.00 or $2.97,Giant Tiger,https://cdn.flippenterprise.net/page_pdf_images/12829438/dc7fa148-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,['chips'],2.6666666666666665,Kingston
251,irresistibles or lean cuisine entrées,meat,Irresistibles or lean cuisine entrées,3/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/44bd59be-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,['irresistibles or lean cuisine entrées'],2.6666666666666665,Kingston
252,"tim hortons soup, 540 ml",none,"Tim hortons soup, 540 ml",$2.67,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/de3ff690-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['tim hortons soup, 540 ml']",2.67,Kingston
253,crackers,other,Goldfish crackers,2/ $5.50,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333099/1635946403/medium,,FALSE,['crackers'],2.75,Kingston
254,chips,other,Pringles mega chips,2/ $5.50,Metro,https://cdn.flippenterprise.net/page_pdf_images/12829438/dc7fa148-38c0-11ec-83db-0e1ba86a8db4/medium,10 bonus miles when you buy 2,FALSE,['chips'],2.75,Kingston
255,beatrice cottage cheese,meat,Beatrice cottage cheese,$2.77,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333301/1635933718/medium,save up to $1.21,FALSE,['beatrice cottage cheese'],2.77,Kingston
256,stagg chili stagg canned chili,none,Stagg chili stagg canned chili,$2.77,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333316/1635947105/medium,save 50¢,FALSE,['stagg chili stagg canned chili'],2.77,Kingston
257,kozy shack tapioca,none,Kozy shack tapioca,$2.77,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333300/1635946178/medium,save up to $1.21,FALSE,['kozy shack tapioca'],2.77,Kingston
258,stagg canned chili,none,Stagg canned chili,$2.77,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333317/1635946209/medium,save 50¢,FALSE,['stagg canned chili'],2.77,Kingston
259,"no name marshmallows, 400 g",pantry,"No name marshmallows, 400 g",$2.79,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829438/dad0a61c-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,"['no name marshmallows, 400 g']",2.79,Kingston
260,tortillas,bakery,"Pc vinaigrette dressings, 350 ml or tortilla strips, 99 g",$2.79,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/606df926-37f6-11ec-8e25-0e1ba86a8db4/medium,,FALSE,"['salad dressing', 'tortillas']",2.79,Kingston
261,crackers,other,Christie good thins gluten free crackers 100 g,$2.79,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333099/1635946403/medium,save 50¢,FALSE,['crackers'],2.79,Kingston
262,salad dressing,other,"Pc vinaigrette dressings, 350 ml or tortilla strips, 99 g",$2.79,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829492/698d5946-38c5-11ec-b743-0efae983d694/medium,,FALSE,"['salad dressing', 'tortillas']",2.79,Kingston
263,bread,bakery,Front street bakery country style bread or calabrese long bread,$2.79,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333140/1635946589/medium,,FALSE,['bread'],2.79,Kingston
264,"whiskas temptations cat treats, 130-180 g",none,"Whiskas temptations cat treats, 130-180 g",$2.87,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829440/db864706-38c0-11ec-9e87-0e1ba86a8db4/medium,,FALSE,"['whiskas temptations cat treats, 130-180 g']",2.87,Kingston
265,e.d. smith canned pure pumpkin,none,E.d. smith canned pure pumpkin,$2.88,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333180/1635933788/medium,save 1.39,FALSE,['e.d. smith canned pure pumpkin'],2.88,Kingston
266,waffles,other,Kellogg's eggo waffles or pancakes,$2.88,Giant Tiger,https://cdn.flippenterprise.net/page_pdf_images/12829142/45ad73cc-38bf-11ec-ba38-0edc53c25ee6/medium,save up to 89¢,FALSE,['waffles'],2.88,Kingston
267,kraft cool whip,none,Kraft cool whip,$2.88,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333288/1635933714/medium,save up to 89¢,FALSE,['kraft cool whip'],2.88,Kingston
268,"simply juice, fruit beverage or lemonade or gold peak iced tea, 1.54/1.75 l",beverages,"Simply juice, fruit beverage or lemonade or gold peak iced tea, 1.54/1.75 l",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/d9f1efda-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['simply juice, fruit beverage or lemonade or gold peak iced tea, 1.54/1.75 l']",2.97,Kingston
269,"cool whip dessert topping, 1 l or tenderflake pastry, 255-397 g",bakery,"Cool whip dessert topping, 1 l or tenderflake pastry, 255-397 g",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d596d626-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,"['cool whip dessert topping, 1 l or tenderflake pastry, 255-397 g']",2.97,Kingston
270,"hershey's chipits, 200-300 g",none,"Hershey's chipits, 200-300 g",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d9463c58-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,"[""hershey's chipits, 200-300 g""]",2.97,Kingston
271,"minute maid, five alive or nestea iced tea drink boxes, 10/8x200 ml",beverages,"Minute maid, five alive or nestea iced tea drink boxes, 10/8x200 ml",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829393/d8bd9740-38c0-11ec-8729-0efae983d694/medium,"pc optimum 1,000 pts",FALSE,"['minute maid, five alive or nestea iced tea drink boxes, 10/8x200 ml']",2.97,Kingston
272,peppers,produce,Avocados or farmer's market™ sweet peppers,$2.97,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/240331945/1635946109/medium,,FALSE,"['avocados', 'peppers']",2.97,Kingston
273,"old el paso dinner kits, 250-510 g",none,"Old el paso dinner kits, 250-510 g",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/db6eaab0-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['old el paso dinner kits, 250-510 g']",2.97,Kingston
274,cantaloupes,produce,Cantaloupe,$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829490/6ad61aea-38c5-11ec-ab10-0edc53c25ee6/medium,,FALSE,['cantaloupes'],2.97,Kingston
275,"breyers classic or popsicle frozen dessert, 1.66 l or novelties, 6/12's",none,"Breyers classic or popsicle frozen dessert, 1.66 l or novelties, 6/12's",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/d90c83d2-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"[""breyers classic or popsicle frozen dessert, 1.66 l or novelties, 6/12's""]",2.97,Kingston
276,grape tomatoes,produce,Pc organics grape tomatoes,$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829400/dc00251c-38c0-11ec-9ed6-0efae983d694/medium,,FALSE,['grape tomatoes'],2.97,Kingston
277,jam,other,"Pc pure jam, jelly or marmalade, 500 ml",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d7c19e5e-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,['jam'],2.97,Kingston
278,bread,bakery,Maison isabelle loaf cakes,$2.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333140/1635946589/medium,save $1,FALSE,['bread'],2.97,Kingston
279,avocados,produce,Avocados or farmer's market™ sweet peppers,$2.97,No Frills,https://cdn.flippenterprise.net/page_items/240755486/1635873852/large.jpg,,FALSE,"['avocados', 'peppers']",2.97,Kingston
280,raspberries,produce,Raspberries,$2.97,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332995/1635946575/medium,,FALSE,['raspberries'],2.97,Kingston
281,oats,other,"Quaker standard oats, 512 g-1 kg",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12839229/4bc7e21a-3b17-11ec-ae01-0e7faade0358/medium,,FALSE,['oats'],2.97,Kingston
282,roar electrolyte drinks,pantry,Roar electrolyte drinks,$2.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823157/45eaceb2-380f-11ec-945e-0e7faade0358/medium,,FALSE,['roar electrolyte drinks'],2.97,Kingston
283,"yoplait simply 3 or liberté méditerranée, 500 g",meat,"Yoplait simply 3 or liberté méditerranée, 500 g",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829439/d919d0dc-38c0-11ec-b58a-0e7faade0358/medium,,FALSE,"['yoplait simply 3 or liberté méditerranée, 500 g']",2.97,Kingston
284,"e.d, smith no sugar added syrup",none,"E.d, smith no sugar added syrup",$2.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823157/52815434-380f-11ec-945e-0e7faade0358/medium,,FALSE,"['e.d, smith no sugar added syrup']",2.97,Kingston
285,ct bakery donuts,none,Ct bakery donuts,$2.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333042/1635933711/medium,save $1,FALSE,['ct bakery donuts'],2.97,Kingston
286,"e.d. smith pie filling, 540 ml",none,"E.d. smith pie filling, 540 ml",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d726805e-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,"['e.d. smith pie filling, 540 ml']",2.97,Kingston
287,"iögo nano, pkg of 6 or beatrice stirred style yogourt, pkg of 12",meat,"Iögo nano, pkg of 6 or beatrice stirred style yogourt, pkg of 12",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829439/d80304e8-38c0-11ec-b58a-0e7faade0358/medium,,FALSE,"['iögo nano, pkg of 6 or beatrice stirred style yogourt, pkg of 12']",2.97,Kingston
288,"excel, trident or dentyne multipack gum, 4's or bottles, 40/60's",none,"Excel, trident or dentyne multipack gum, 4's or bottles, 40/60's",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/de7b4cc2-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"[""excel, trident or dentyne multipack gum, 4's or bottles, 40/60's""]",2.97,Kingston
289,"neilson trutaste milk, 2 l",meat,"Neilson trutaste milk, 2 l",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829439/d9dbe032-38c0-11ec-b58a-0e7faade0358/medium,,FALSE,"['neilson trutaste milk, 2 l']",2.97,Kingston
290,planters peanuts,none,Planters peanuts,$2.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333079/1635947104/medium,save up to $1,FALSE,['planters peanuts'],2.97,Kingston
291,"schneiders lunchmate stackers or kits, 55-120 g",meat,"Schneiders lunchmate stackers or kits, 55-120 g",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/d82a521e-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,"['schneiders lunchmate stackers or kits, 55-120 g']",2.97,Kingston
292,nut milk,vegan,"Silk non-dairy refrigerated beverage, 1.75/1.89 l",$2.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12839274/422a6282-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['nut milk'],2.97,Kingston
293,avocados,produce,Kiwi or avocados,$2.98,Food Basics,https://cdn.flippenterprise.net/page_items/240755486/1635873852/large.jpg,,FALSE,['avocados'],2.98,Kingston
294,potatoes,produce,Leeks or mini white gourmet potatoes,$2.98,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12823084/3136752a-380f-11ec-944d-0efae983d694/medium,,FALSE,['potatoes'],2.98,Kingston
295,ristorante pizza,meat,Ristorante pizza,$2.98,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240331996/1635933645/medium,save $2,FALSE,['ristorante pizza'],2.98,Kingston
296,lemons,produce,Lemons or limes,$2.98,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829400/dc73d174-38c0-11ec-9ed6-0efae983d694/medium,,FALSE,"['lemons', 'limes']",2.98,Kingston
297,asparagus,produce,Asparagus or grape tomatoes,$2.98,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829490/69af44d4-38c5-11ec-ab10-0edc53c25ee6/medium,,FALSE,"['asparagus', 'grape tomatoes']",2.98,Kingston
298,limes,produce,Lemons or limes,$2.98,Food Basics,https://cdn.flippenterprise.net/page_items/240788935/1635861870/large.jpg,,FALSE,"['lemons', 'limes']",2.98,Kingston
299,grape tomatoes,produce,Asparagus or grape tomatoes,$2.98,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829400/dc00251c-38c0-11ec-9ed6-0efae983d694/medium,,FALSE,"['asparagus', 'grape tomatoes']",2.98,Kingston
300,"irresistibles pistachios, almonds or walnut halves and pieces",pantry,"Irresistibles pistachios, almonds or walnut halves and pieces",$2.98,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829127/3a5ed2cc-38bf-11ec-b686-0ec6e2beadde/medium,,FALSE,"['irresistibles pistachios, almonds or walnut halves and pieces']",2.98,Kingston
301,jarlsberg cheese,meat,Jarlsberg cheese,$2.99 /100g,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839332/687c95a4-3b17-11ec-a7ce-0e1ba86a8db4/medium,buy more save more! when you buy 500 g or more,FALSE,['jarlsberg cheese'],2.99,Kingston
302,oats,other,Quaker oats or oatmeal,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12839229/4bc7e21a-3b17-11ec-ae01-0e7faade0358/medium,,FALSE,['oats'],2.99,Kingston
303,cookies,bakery,"Pc gingerbread cookie baking mix, 500 g",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12839274/44301dc4-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['cookies'],2.99,Kingston
304,"no name walnuts or almonds, 100 g",pantry,"No name walnuts or almonds, 100 g",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821757/62decb7c-37f6-11ec-89a0-0e7faade0358/medium,,FALSE,"['no name walnuts or almonds, 100 g']",2.99,Kingston
305,potatoes,produce,"Compliments yellow, white or red potatoes 680 g product of canada canada no. 1",$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12823084/3136752a-380f-11ec-944d-0efae983d694/medium,,FALSE,['potatoes'],2.99,Kingston
306,le gruyere king cut or jarlsberg cheese deli cut,meat,Le gruyere king cut or jarlsberg cheese deli cut,$2.99 /100 g,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4be71eec-37f6-11ec-9779-0efae983d694/medium,,FALSE,['le gruyere king cut or jarlsberg cheese deli cut'],2.99,Kingston
307,oats,other,General mills selected cereal 300-450 g oatmeal crisp cereal 399-437 g or chex 340-395 g,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12839229/4bc7e21a-3b17-11ec-ae01-0e7faade0358/medium,save up to $2.70,FALSE,['oats'],2.99,Kingston
308,cauliflower,produce,Cauliflower product of usa or mexico no. 1 grade,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829490/6c3bb9bc-38c5-11ec-ab10-0edc53c25ee6/medium,,FALSE,['cauliflower'],2.99,Kingston
309,iögo nanö drinkables 6 pk,meat,Iögo nanö drinkables 6 pk,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829492/679090c2-38c5-11ec-b743-0efae983d694/medium,save 80¢,FALSE,['iögo nanö drinkables 6 pk'],2.99,Kingston
310,"iögo, 650 g",meat,"Iögo, 650 g",$2.99,Loblaws,https://cdn.flippenterprise.net/page_items/240589120/1635800147/large.jpg,,FALSE,"['iögo, 650 g']",2.99,Kingston
311,"delissio thin or singles pizza, 360-550 g",meat,"Delissio thin or singles pizza, 360-550 g",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821747/43e1af3c-37f6-11ec-89e7-0ec6e2beadde/medium,save $1,FALSE,"['delissio thin or singles pizza, 360-550 g']",2.99,Kingston
312,agropur grand cheddar aged 5-years,dairy,Agropur grand cheddar aged 5-years,$2.99 /100g,Metro,https://cdn.flippenterprise.net/page_items/240950559/1636056089/large.jpg,,FALSE,['agropur grand cheddar aged 5-years'],2.99,Kingston
313,compliments lard 454 g,none,Compliments lard 454 g,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829484/61d8d946-38c5-11ec-b38e-0efae983d694/medium,,FALSE,['compliments lard 454 g'],2.99,Kingston
314,hummus,vegan,Summer fresh dips or hummus 227 g or salad 300g,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829393/d83146aa-38c0-11ec-8729-0efae983d694/medium,save up to 50¢,FALSE,"['salad', 'hummus']",2.99,Kingston
315,salad,produce,Summer fresh dips or hummus 227 g or salad 300g,$2.99,FreshCo,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,save up to 50¢,FALSE,"['salad', 'hummus']",2.99,Kingston
316,dentyne multipack gum 4 pk,none,Dentyne multipack gum 4 pk,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829492/6a889158-38c5-11ec-b743-0efae983d694/medium,save 70¢,FALSE,['dentyne multipack gum 4 pk'],2.99,Kingston
317,nut milk,vegan,"Silk non-dairy refrigerated beverage, 1.75/1.89 l",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12839274/422a6282-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['nut milk'],2.99,Kingston
318,salad dressing,other,Kraft salad dressing 475 g,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829492/698d5946-38c5-11ec-b743-0efae983d694/medium,save 30¢,FALSE,['salad dressing'],2.99,Kingston
319,eagle brand condensed milk 300 ml hershey's chipits 200-300,meat,Eagle brand condensed milk 300 ml hershey's chipits 200-300,$2.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788829/1635861864/large.jpg,save up to 78¢,FALSE,"[""eagle brand condensed milk 300 ml hershey's chipits 200-300""]",2.99,Kingston
320,irresistibles egg whites,meat,Irresistibles egg whites,$2.99,Metro,https://cdn.flippenterprise.net/page_items/240950479/1636056071/large.jpg,,FALSE,['irresistibles egg whites'],2.99,Kingston
321,"mott's garden cocktail, clamato juice 1.89 l, ocean spray 100% juice blend or cocktail 1.77/1.89 l",beverages,"Mott's garden cocktail, clamato juice 1.89 l, ocean spray 100% juice blend or cocktail 1.77/1.89 l",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/42d9ec44-37f6-11ec-94ea-0edc53c25ee6/medium,save 50¢,FALSE,"[""mott's garden cocktail, clamato juice 1.89 l, ocean spray 100% juice blend or cocktail 1.77/1.89 l""]",2.99,Kingston
322,lactantia cream,meat,Lactantia cream,$2.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839229/49cfa1dc-3b17-11ec-ae01-0e7faade0358/medium,save $1.20,FALSE,['lactantia cream'],2.99,Kingston
323,coffee,other,Lactantia coffee creamers,$2.99,Metro,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,,FALSE,['coffee'],2.99,Kingston
324,cheemo perogies,frozen,Cheemo perogies,$2.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12823094/4528461c-380f-11ec-9f77-0e1ba86a8db4/medium,,FALSE,['cheemo perogies'],2.99,Kingston
325,selection walnuts or almonds,pantry,Selection walnuts or almonds,$2.99,Food Basics,https://cdn.flippenterprise.net/page_items/240755748/1635873874/large.jpg,,FALSE,['selection walnuts or almonds'],2.99,Kingston
326,ryvita cracker,pantry,Ryvita cracker,$2.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/430f610c-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,['ryvita cracker'],2.99,Kingston
327,irresistibles cranberry cocktail or juice blends,beverages,Irresistibles cranberry cocktail or juice blends,$2.99,Food Basics,https://cdn.flippenterprise.net/page_items/240755745/1635873872/large.jpg,,FALSE,['irresistibles cranberry cocktail or juice blends'],2.99,Kingston
328,"gay lea sour cream, 425/500 ml",meat,"Gay lea sour cream, 425/500 ml",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821754/5cca7344-37f6-11ec-8acb-0efae983d694/medium,,FALSE,"['gay lea sour cream, 425/500 ml']",2.99,Kingston
329,kraft singles or cheez whiz,dairy,Kraft singles or cheez whiz,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829142/43b8870a-38bf-11ec-ba38-0edc53c25ee6/medium,,FALSE,['kraft singles or cheez whiz'],2.99,Kingston
330,irresistibles herbal tea,beverages,Irresistibles herbal tea,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829155/4214ac4e-38bf-11ec-88af-0e1ba86a8db4/medium,,FALSE,['irresistibles herbal tea'],2.99,Kingston
331,"iögo canadian harvest, 4 x 140 g, 650 g",meat,"Iögo canadian harvest, 4 x 140 g, 650 g",$2.99,Loblaws,https://cdn.flippenterprise.net/page_items/240589118/1635800146/large.jpg,,FALSE,"['iögo canadian harvest, 4 x 140 g, 650 g']",2.99,Kingston
332,eagle brand eagle brand condensed milk,meat,Eagle brand eagle brand condensed milk,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829157/39d6b702-38bf-11ec-b764-0ec6e2beadde/medium,,FALSE,['eagle brand eagle\xa0brand condensed milk'],2.99,Kingston
333,"astro yogurt, 500-750 g",meat,"Astro yogurt, 500-750 g",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821754/5bbb9302-37f6-11ec-8acb-0efae983d694/medium,,FALSE,"['astro yogurt, 500-750 g']",2.99,Kingston
334,salad,produce,Attitude salad,$2.99,Metro,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,,FALSE,['salad'],2.99,Kingston
335,hershey's chipits,bakery,Hershey's chipits,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829157/37fe44b8-38bf-11ec-b764-0ec6e2beadde/medium,,FALSE,"[""hershey's chipits""]",2.99,Kingston
336,potatoes,produce,"Farmer's market™ potatoes, 10 lb bag",$2.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12823084/3136752a-380f-11ec-944d-0efae983d694/medium,save at least $2,FALSE,['potatoes'],2.99,Kingston
337,chocolate,other,Nestlé carnation hot chocolate mix,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],2.99,Kingston
338,cookies,bakery,English bay bakery or selection cookies,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12839274/44301dc4-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['cookies'],2.99,Kingston
339,stouffer's diner classics 244-282 g,meat,Stouffer's diner classics 244-282 g,$2.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829492/69497d98-38c5-11ec-b743-0efae983d694/medium,save $1,FALSE,"[""stouffer's diner classics 244-282 g""]",2.99,Kingston
340,philadelphia cream cheese,meat,Philadelphia cream cheese,$2.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12862098/e35cbe7e-3ccb-11ec-9618-0ec6e2beadde/medium,,FALSE,['philadelphia cream cheese'],2.99,Kingston
341,rougemont - 2 l,beverages,Rougemont - 2 l,2/ $6.00 or $3.69,Loblaws,https://cdn.flippenterprise.net/page_items/240589032/1635800148/large.jpg,,FALSE,['rougemont - 2 l'],3.0,Kingston
342,"vh dipping, marinade, or stir fry sauce, 341/355 ml",pantry,"Vh dipping, marinade, or stir fry sauce, 341/355 ml",2/ $6.00 or $3.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821763/65a628be-37f6-11ec-b8ab-0e1ba86a8db4/medium,,FALSE,"['vh dipping, marinade, or stir fry sauce, 341/355 ml']",3.0,Kingston
343,"mini babybel cheese, 100-129 g",meat,"Mini babybel cheese, 100-129 g",$3.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829393/d77a484c-38c0-11ec-8729-0efae983d694/medium,,FALSE,"['mini babybel cheese, 100-129 g']",3.0,Kingston
344,ben's original bistro express instant rice,none,Ben's original bistro express instant rice,2/ $6.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/45b98ebe-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,"[""ben's original bistro express instant rice""]",3.0,Kingston
345,cereal,other,Post cereal,2/ $6.00,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],3.0,Kingston
346,"dr. oetker momenti, 160-185 g, giuseppe garlic fingers or bruschetta, 317/405 g",pantry,"Dr. oetker momenti, 160-185 g, giuseppe garlic fingers or bruschetta, 317/405 g",2/ $6.00 or $3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/6201ffd0-37f6-11ec-8e25-0e1ba86a8db4/medium,,FALSE,"['dr. oetker momenti, 160-185 g, giuseppe garlic fingers or bruschetta, 317/405 g']",3.0,Kingston
347,"humpty dumpty snacks, 200-290 g",pantry,"Humpty dumpty snacks, 200-290 g",2/ $6.00 or $3.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821754/5decb688-37f6-11ec-8acb-0efae983d694/medium,"pc optimum 1,000 pts",FALSE,"['humpty dumpty snacks, 200-290 g']",3.0,Kingston
