,item,category,name,price,store,image,story,vegan,foods,real price,location
767,hershey advent calendars,pantry,Hershey advent calendars,$8.98,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823108/31223894-380f-11ec-a1fa-0edc53c25ee6/medium,save $1,FALSE,['hershey advent calendars'],8.98,Kingston
768,coffee,other,"Starbucks ground or whole bean coffee, 255-340 g, k-cups, 10's, cold brew, 946 ml or instant coffee, 90 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,,FALSE,['coffee'],8.99,Kingston
769,pasta tavola ravioli,none,Pasta tavola ravioli,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839331/5cc80662-3b17-11ec-a36b-0e1ba86a8db4/medium,save $3.00,FALSE,['pasta tavola ravioli'],8.99,Kingston
770,aurora panettone,bakery,Aurora panettone,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/46d8259e-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,['aurora panettone'],8.99,Kingston
771,"high liner signature packs, pan-sear or catch of the day fillets",meat,"High liner signature packs, pan-sear or catch of the day fillets",$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/4cf48e68-3b17-11ec-aed0-0edc53c25ee6/medium,,FALSE,"['high liner signature packs, pan-sear or catch of the day fillets']",8.99,Kingston
772,irresistibles three-meat pie,none,Irresistibles three-meat pie,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/79e69fc4-3b17-11ec-a114-0e7faade0358/medium,,FALSE,['irresistibles three-meat pie'],8.99,Kingston
773,chocolate,other,"Pc chocolate caramel pecan cluster new york-style cheesecake, 600 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],8.99,Kingston
774,schneiders quiche,meat,Schneiders quiche,$8.99,Metro,https://cdn.flippenterprise.net/page_items/240948896/1636056100/large.jpg,2 bonus miles when you buy 1,FALSE,['schneiders quiche'],8.99,Kingston
775,"no name ice cream sandwiches or bars, 24-30's",meat,"No name ice cream sandwiches or bars, 24-30's",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/64f455d0-37f6-11ec-8e25-0e1ba86a8db4/medium,,FALSE,"[""no name ice cream sandwiches or bars, 24-30's""]",8.99,Kingston
776,tetley tea,beverages,Tetley tea,$8.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12862098/e5f3a116-3ccb-11ec-9618-0ec6e2beadde/medium,,FALSE,['tetley tea'],8.99,Kingston
777,coffee,other,Starbucks or kicking horse ground coffee,$8.99,Metro,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,save $3.00,FALSE,['coffee'],8.99,Kingston
778,irresistibles artisan dry sausage,beverages,Irresistibles artisan dry sausage,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/7b757130-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['irresistibles artisan dry sausage'],8.99,Kingston
779,janes pub style breaded chicken wings or little wins strips or nuggets,meat,Janes pub style breaded chicken wings or little wins strips or nuggets,$8.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829140/54c8df5e-38bf-11ec-a62c-0e1ba86a8db4/medium,,FALSE,['janes pub style breaded chicken wings or little wins strips or nuggets'],8.99,Kingston
780,cookies,bakery,Irresistibles european cookies,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/44301dc4-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['cookies'],8.99,Kingston
781,cauliflower,produce,"Eat smart buffalo cauliflower bites, 554 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829490/6c3bb9bc-38c5-11ec-ab10-0edc53c25ee6/medium,"pc optimum 1,500 pts",FALSE,['cauliflower'],8.99,Kingston
782,janes little wins chicken and vegetable strips or nuggets,meat,Janes little wins chicken and vegetable strips or nuggets,$8.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12839250/73994a36-3b17-11ec-a114-0e7faade0358/medium,,FALSE,['janes little wins chicken and vegetable strips or nuggets'],8.99,Kingston
783,"pc smoked salmon selected varieties, 150 g or wild argentinian shrimp raw zipperback, 21-30 per lb 340 g",meat,"Pc smoked salmon selected varieties, 150 g or wild argentinian shrimp raw zipperback, 21-30 per lb 340 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5b9a8e00-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc smoked salmon selected varieties, 150 g or wild argentinian shrimp raw zipperback, 21-30 per lb 340 g']",8.99,Kingston
784,"pc shrimp appetizers or crispy calamari rings, 340-454 g",meat,"Pc shrimp appetizers or crispy calamari rings, 340-454 g",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5ac6abe4-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc shrimp appetizers or crispy calamari rings, 340-454 g']",8.99,Kingston
785,irresistibles raw pacific white shrimp,meat,Irresistibles raw pacific white shrimp,$8.99,Metro,https://cdn.flippenterprise.net/page_items/240948919/1636056031/large.jpg,,FALSE,['irresistibles raw pacific white shrimp'],8.99,Kingston
786,irresistibles smoked salmon,meat,Irresistibles smoked salmon,$8.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839309/53d1dd62-3b17-11ec-ac43-0ec6e2beadde/medium,,FALSE,['irresistibles smoked salmon'],8.99,Kingston
787,five roses or robin hood all purpose flour 10 kg,none,Five roses or robin hood all purpose flour 10 kg,$8.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788916/1635861867/large.jpg,,FALSE,['five roses or robin hood all purpose flour 10 kg'],8.99,Kingston
788,oil,other,"Pc splendido cold pressed extra virgin olive oil, 1 l",$8.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12839268/42cfa8f0-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,['oil'],8.99,Kingston
789,flourish pancake mix,none,Flourish pancake mix,$9.47,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823157/4181d9ce-380f-11ec-945e-0e7faade0358/medium,,FALSE,['flourish pancake mix'],9.47,Kingston
790,marc angelo chicken or pork kabobs 8-pack,meat,Marc angelo chicken or pork kabobs 8-pack,$9.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823094/462c44f0-380f-11ec-9f77-0e1ba86a8db4/medium,rollback,FALSE,['marc angelo chicken or pork kabobs 8-pack'],9.97,Kingston
791,great value shrimp 71 - 90 per lb. cooked or 61 - 70 per lb. raw,meat,Great value shrimp 71 - 90 per lb. cooked or 61 - 70 per lb. raw,$9.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823116/3ccde1b6-380f-11ec-89f7-0e7faade0358/medium,,FALSE,['great value shrimp 71 - 90 per lb. cooked or 61 - 70 per lb. raw'],9.97,Kingston
792,el monterey taquitos or quesadillas,none,El monterey taquitos or quesadillas,$9.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332065/1635946703/medium,save $1,FALSE,['el monterey taquitos or quesadillas'],9.97,Kingston
793,kinder calendar,none,Kinder calendar,$9.98,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333171/1635946765/medium,save 2.50,FALSE,['kinder calendar'],9.98,Kingston
794,gioia flavoured pandoro,bakery,Gioia flavoured pandoro,$9.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839268/41d6e1e8-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,['gioia flavoured pandoro'],9.99,Kingston
795,"prime raised without antibiotics breaded chicken, stuffed chicken breasts or wings frozen 560-695 g",meat,"Prime raised without antibiotics breaded chicken, stuffed chicken breasts or wings frozen 560-695 g",$9.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829493/6ac20b9a-38c5-11ec-8ea5-0ec6e2beadde/medium,save up to $2,FALSE,"['prime raised without antibiotics breaded chicken, stuffed chicken breasts or wings frozen 560-695 g']",9.99,Kingston
796,"beyond plant based sausage, 400 g",vegan,"Beyond plant based sausage, 400 g",$9.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821758/685ce778-37f6-11ec-8668-0e1ba86a8db4/medium,,FALSE,"['beyond plant based sausage, 400 g']",9.99,Kingston
797,"beyond plant based grounds, 340 g",vegan,"Beyond plant based grounds, 340 g",$9.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821758/67ee4534-37f6-11ec-8668-0e1ba86a8db4/medium,,FALSE,"['beyond plant based grounds, 340 g']",9.99,Kingston
798,dates,produce,Fresh whole medjool dates,$9.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12821747/44a8033a-37f6-11ec-89e7-0ec6e2beadde/medium,save $5.00,FALSE,['dates'],9.99,Kingston
799,yorkshire valley farms organic extra lean ground chicken,meat,Yorkshire valley farms organic extra lean ground chicken,$9.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/81de551e-3b17-11ec-a114-0e7faade0358/medium,,FALSE,['yorkshire valley farms organic extra lean ground chicken'],9.99,Kingston
800,salad,produce,"Large size salad, 558-800 g",$9.99,Loblaws,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,,FALSE,['salad'],9.99,Kingston
801,chocolate,other,Compliments milk chocolate covered almonds 900 g,$9.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],9.99,Kingston
802,neocitran 10 pk,none,Neocitran 10 pk,$9.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829480/586d7e20-38c5-11ec-be98-0e1ba86a8db4/medium,save $1.28,FALSE,['neocitran 10 pk'],9.99,Kingston
803,"pc eggplant parmesan, 907 g-1.13 kg",pantry,"Pc eggplant parmesan, 907 g-1.13 kg",$9.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5a7c41ee-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"['pc eggplant parmesan, 907 g-1.13 kg']",9.99,Kingston
804,new zealand spring lamb lean ground lamb,meat,New zealand spring lamb lean ground lamb,$9.99,Metro,https://cdn.flippenterprise.net/page_items/240948744/1636056066/large.jpg,,FALSE,['new zealand spring lamb lean ground lamb'],9.99,Kingston
805,dates,produce,2 lb bard valley medjool dates product of usa,$9.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12821747/44a8033a-37f6-11ec-89e7-0ec6e2beadde/medium,,FALSE,['dates'],9.99,Kingston
806,nupak parboiled or long grain rice 8 kg,none,Nupak parboiled or long grain rice 8 kg,$9.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788982/1635861880/large.jpg,save $3,FALSE,['nupak parboiled or long grain rice 8 kg'],9.99,Kingston
807,grace chicken wings 750 g selected varieties,meat,Grace chicken wings 750 g selected varieties,$9.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829493/669767ea-38c5-11ec-8ea5-0ec6e2beadde/medium,save $3,FALSE,['grace chicken wings 750 g selected varieties'],9.99,Kingston
808,marc angelo roast,meat,Marc angelo roast,$9.99,Metro,https://cdn.flippenterprise.net/page_items/240948776/1636056091/large.jpg,,FALSE,['marc angelo roast'],9.99,Kingston
809,chocolate,other,Pc chocolate covered nuts & raisins collection,$9.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],9.99,Kingston
810,"mina halal tikka masala, butter chicken or chicken shawarma frozen 763-800 g",meat,"Mina halal tikka masala, butter chicken or chicken shawarma frozen 763-800 g",$9.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788951/1635861864/large.jpg,save $2,FALSE,"['mina halal tikka masala, butter chicken or chicken shawarma frozen 763-800 g']",9.99,Kingston
811,pier 87 premium seafood select trio,meat,Pier 87 premium seafood select trio,$9.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/68e4c3c2-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['pier 87 premium seafood select trio'],9.99,Kingston
812,"life at home™ 3-wick candles, 14 oz",pantry,"Life at home™ 3-wick candles, 14 oz",2/ $20.00 or $14.00,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821760/6481045e-37f6-11ec-be9e-0e1ba86a8db4/medium,,FALSE,"['life at home™ 3-wick candles, 14 oz']",10.0,Kingston
813,"best buy chicken breaded chicken strips, nuggets or burgers frozen 1.4 kg",meat,"Best buy chicken breaded chicken strips, nuggets or burgers frozen 1.4 kg",$10.00,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829491/6bfde790-38c5-11ec-bb2e-0efae983d694/medium,,FALSE,"['best buy chicken breaded chicken strips, nuggets or burgers frozen 1.4 kg']",10.0,Kingston
814,maple leaf natural selections sliced deli meat or marc angelo antipasto quattro authentic italian sliced deli meats,meat,Maple leaf natural selections sliced deli meat or marc angelo antipasto quattro authentic italian sliced deli meats,$10.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/4b8fb1c4-3b17-11ec-aed0-0edc53c25ee6/medium,,FALSE,['maple leaf natural selections sliced deli meat or marc angelo antipasto quattro authentic italian sliced deli meats'],10.0,Kingston
815,bella marie double crème brie,dairy,Bella marie double crème brie,$10.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839332/5fd514ee-3b17-11ec-a7ce-0e1ba86a8db4/medium,,FALSE,['bella marie double crème brie'],10.0,Kingston
816,"pc 6x wipes,600's",none,"Pc 6x wipes,600's",$10.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829440/d712850e-38c0-11ec-9e87-0e1ba86a8db4/medium,,FALSE,"[""pc 6x wipes,600's""]",10.0,Kingston
817,store made carousels,produce,Store made carousels,2/ $20.00,Metro,https://cdn.flippenterprise.net/page_items/240941337/1636056097/large.jpg,,FALSE,['store made carousels'],10.0,Kingston
818,marie callender's lasagna,none,Marie callender's lasagna,$10.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333292/1635933715/medium,save $2.80,FALSE,"[""marie callender's lasagna""]",10.97,Kingston
819,"marcangelo chicken or pork souvlaki kabob, 480/640 g",meat,"Marcangelo chicken or pork souvlaki kabob, 480/640 g",$10.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/d7958800-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,"['marcangelo chicken or pork souvlaki kabob, 480/640 g']",10.97,Kingston
820,"pc buttermilk chicken fillets or mina halal breaded chicken, 568-907 g",meat,"Pc buttermilk chicken fillets or mina halal breaded chicken, 568-907 g",$10.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/d87191e2-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,"['pc buttermilk chicken fillets or mina halal breaded chicken, 568-907 g']",10.97,Kingston
821,"pc training pants, 20-44's",none,"Pc training pants, 20-44's",$10.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829440/da84f42e-38c0-11ec-9e87-0e1ba86a8db4/medium,,FALSE,"[""pc training pants, 20-44's""]",10.97,Kingston
822,"janes chicken breast fillets, bites or cracked black pepper strips",meat,"Janes chicken breast fillets, bites or cracked black pepper strips",$10.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/60cce818-3b17-11ec-a114-0e7faade0358/medium,,FALSE,"['janes chicken breast fillets, bites or cracked black pepper strips']",10.99,Kingston
823,"pc beer battered shrimp, 300 g",meat,"Pc beer battered shrimp, 300 g",$10.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5b11b80a-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"['pc beer battered shrimp, 300 g']",10.99,Kingston
824,popcorn,other,"40 piece popcorn chicken, 640 g",$10.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332063/1635933919/medium,,FALSE,['popcorn'],10.99,Kingston
825,"yorkshire valley organic ground chicken or turkey, 454 g",meat,"Yorkshire valley organic ground chicken or turkey, 454 g",$10.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5b52ddbc-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['yorkshire valley organic ground chicken or turkey, 454 g']",10.99,Kingston
826,piller's smoked ham,meat,Piller's smoked ham,$10.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/7951df88-3b17-11ec-a114-0e7faade0358/medium,,FALSE,"[""piller's smoked ham""]",10.99,Kingston
827,schneiders or maple leaf smoked boneless half ham,meat,Schneiders or maple leaf smoked boneless half ham,$10.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829140/54839886-38bf-11ec-a62c-0e1ba86a8db4/medium,,FALSE,['schneiders or maple leaf smoked boneless half ham'],10.99,Kingston
828,coffee,other,Eight o'clock whole bean coffee,$10.99,Food Basics,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,,FALSE,['coffee'],10.99,Kingston
829,dom international atlantic smoked salmon,meat,Dom international atlantic smoked salmon,$10.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/75fd331e-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['dom international atlantic smoked salmon'],10.99,Kingston
830,selection bacon,meat,Selection bacon,$10.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12839237/3afb2820-3b17-11ec-81b0-0ec6e2beadde/medium,,FALSE,['selection bacon'],10.99,Kingston
831,shady maple farms maple syrup,none,Shady maple farms maple syrup,$10.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/467f1e68-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['shady maple farms maple syrup'],10.99,Kingston
832,prime raised without antibiotics chicken thin sliced or filets,meat,Prime raised without antibiotics chicken thin sliced or filets,$11.00,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829493/6a403fa2-38c5-11ec-8ea5-0ec6e2beadde/medium,save $1,FALSE,['prime raised without antibiotics chicken thin sliced or filets'],11.0,Kingston
833,maple leaf prime assorted chicken,meat,Maple leaf prime assorted chicken,$11.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/d64b8aee-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,['maple leaf prime assorted chicken'],11.0,Kingston
834,"janes boneless chicken breast bites or fillets, 800 g",meat,"Janes boneless chicken breast bites or fillets, 800 g",$11.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/d970031c-38c0-11ec-a52c-0edc53c25ee6/medium,"buy any 1 janes boneless chicken breast bites or fillets, 800 g get 1 cavendish farms restaurant style waffle fries 540 g free*",FALSE,"['janes boneless chicken breast bites or fillets, 800 g']",11.97,Kingston
835,pomegranate arils,produce,Pomegranate arils,$11.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839244/7d213154-3b17-11ec-8aa9-0e1ba86a8db4/medium,,FALSE,['pomegranate arils'],11.99,Kingston
836,"pc halloom cheese sticks in za'atar-herbed batter, 300 g",meat,"Pc halloom cheese sticks in za'atar-herbed batter, 300 g",$11.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5ad99cc2-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"[""pc halloom cheese sticks in za'atar-herbed batter, 300 g""]",11.99,Kingston
837,coffee,other,"Folgers or nescafé pods, 30's or caffe gioia whole bean coffee, 1 kg",$12.97,No Frills,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,,FALSE,['coffee'],12.97,Kingston
838,"gain, 4.55 l or cheer, 4.08 l liquid or gain flings!, 42's laundry detergent, downy fabric softener, 3.81/3.83 l, scent boosters, 570 g or bounce sheets, 240's",none,"Gain, 4.55 l or cheer, 4.08 l liquid or gain flings!, 42's laundry detergent, downy fabric softener, 3.81/3.83 l, scent boosters, 570 g or bounce sheets, 240's",$12.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/d8d1f032-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"[""gain, 4.55 l or cheer, 4.08 l liquid or gain flings!, 42's laundry detergent, downy fabric softener, 3.81/3.83 l, scent boosters, 570 g or bounce sheets, 240's""]",12.97,Kingston
839,arla havarti,dairy,Arla havarti,$13.49,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829147/466ebd20-38bf-11ec-9ad0-0e7faade0358/medium,,FALSE,['arla havarti'],13.49,Kingston
840,aqua star rainbow trout fillets,meat,Aqua star rainbow trout fillets,$13.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/6a5db678-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['aqua star rainbow trout fillets'],13.99,Kingston
841,tre stelle feta cheese,meat,Tre stelle feta cheese,$13.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829132/52c0d090-38bf-11ec-9f66-0e1ba86a8db4/medium,,FALSE,['tre stelle feta cheese'],13.99,Kingston
842,"pc gochujang sweet & spicy chicken bites, 700 g",meat,"Pc gochujang sweet & spicy chicken bites, 700 g",$13.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5b8fdac8-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"['pc gochujang sweet & spicy chicken bites, 700 g']",13.99,Kingston
843,"pc kalbi beef short ribs, 500 g",meat,"Pc kalbi beef short ribs, 500 g",$13.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5ba8c02e-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"['pc kalbi beef short ribs, 500 g']",13.99,Kingston
844,irresistibles artisan old white cheddar cheese aged 2 years,meat,Irresistibles artisan old white cheddar cheese aged 2 years,$13.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/7aa1e216-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['irresistibles artisan old white cheddar cheese aged 2 years'],13.99,Kingston
845,coffee,other,Irresistibles coffee pods,$14.97,Food Basics,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,,FALSE,['coffee'],14.97,Kingston
846,"kind bars,12x40 g",none,"Kind bars,12x40 g",$14.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/dd176848-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['kind bars,12x40 g']",14.97,Kingston
847,"pc old-fashioned style peppercorn or regular bacon, 950 g-1 kg",meat,"Pc old-fashioned style peppercorn or regular bacon, 950 g-1 kg",$14.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5d205bf6-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc old-fashioned style peppercorn or regular bacon, 950 g-1 kg']",14.99,Kingston
848,aqua star red crab claws,meat,Aqua star red crab claws,$14.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/6c1c424a-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['aqua star red crab claws'],14.99,Kingston
849,cracker barrel cheese snacks,meat,Cracker barrel cheese snacks,$14.99,Metro,https://cdn.flippenterprise.net/page_items/240949410/1636056057/large.jpg,,FALSE,['cracker barrel cheese snacks'],14.99,Kingston
850,pc children's charity bear,none,Pc children's charity bear,$15.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829438/dc274660-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,"[""pc children's charity bear""]",15.0,Kingston
851,"van houtte k-cup pods, 24/30's",pantry,"Van houtte k-cup pods, 24/30's",$15.99,Loblaws,https://cdn.flippenterprise.net/page_items/240589142/1635800147/large.jpg,,FALSE,"[""van houtte k-cup pods, 24/30's""]",15.99,Kingston
852,the keg prime rib beef burgers,meat,The keg prime rib beef burgers,$15.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/78102bca-3b17-11ec-a114-0e7faade0358/medium,,FALSE,['the keg prime rib beef burgers'],15.99,Kingston
853,"pc free from sausages, 1.2 kg",meat,"Pc free from sausages, 1.2 kg",$15.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5b80d104-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc free from sausages, 1.2 kg']",15.99,Kingston
854,"pampers or huggies 9/10x wipes, 504-720's",none,"Pampers or huggies 9/10x wipes, 504-720's",$16.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829440/d81f869a-38c0-11ec-9e87-0e1ba86a8db4/medium,,FALSE,"[""pampers or huggies 9/10x wipes, 504-720's""]",16.97,Kingston
855,kind granola bars,none,Kind granola bars,$16.99,Metro,https://cdn.flippenterprise.net/page_items/240949438/1636056015/large.jpg,save $5.00,FALSE,['kind granola bars'],16.99,Kingston
856,"perrier water, 12x750 ml",beverages,"Perrier water, 12x750 ml",$16.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/432384ee-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,"['perrier water, 12x750 ml']",16.99,Kingston
857,pillsbury pizza pops,meat,Pillsbury pizza pops,$16.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829157/3898ffb2-38bf-11ec-b764-0ec6e2beadde/medium,,FALSE,['pillsbury pizza pops'],16.99,Kingston
858,front street bakery strawberries 'n creme cake,meat,Front street bakery strawberries 'n creme cake,$17.99,Metro,https://cdn.flippenterprise.net/page_items/240949068/1636055998/large.jpg,,FALSE,"[""front street bakery strawberries 'n creme cake""]",17.99,Kingston
859,chocolate,other,Front street bakery triple strawberry boston custard cake or chocolate boston with strawberries custard cake,$17.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],17.99,Kingston
860,ox head jasmine rice 7 kg,none,Ox head jasmine rice 7 kg,$18.88,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829488/66ebafbc-38c5-11ec-88fd-0efae983d694/medium,save $5.11,FALSE,['ox head jasmine rice 7 kg'],18.88,Kingston
861,"pc holiday seafood bake, 700 g",meat,"Pc holiday seafood bake, 700 g",$18.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/db02b8aa-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,"['pc holiday seafood bake, 700 g']",18.97,Kingston
862,"hello bello club size diapers, 54-108's",none,"Hello bello club size diapers, 54-108's",$19.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829440/d8bb708c-38c0-11ec-9e87-0e1ba86a8db4/medium,,FALSE,"[""hello bello club size diapers, 54-108's""]",19.97,Kingston
863,"pc lobster & scallop seafood bake with mussels and shrimp, 700 g",meat,"Pc lobster & scallop seafood bake with mussels and shrimp, 700 g",$19.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/5ac8befc-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"['pc lobster & scallop seafood bake with mussels and shrimp, 700 g']",19.99,Kingston
864,aqua star cooked shrimp,meat,Aqua star cooked shrimp,$19.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839237/3b9834b2-3b17-11ec-81b0-0ec6e2beadde/medium,,FALSE,['aqua star cooked shrimp'],19.99,Kingston
865,tre stelle greek style feta cheese,meat,Tre stelle greek style feta cheese,$19.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839332/60e71aee-3b17-11ec-a7ce-0e1ba86a8db4/medium,,FALSE,['tre stelle greek style feta cheese'],19.99,Kingston
866,mixed nuts,other,Selection cashews or deluxe mixed nuts,$19.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829142/4370269a-38bf-11ec-ba38-0edc53c25ee6/medium,,FALSE,['mixed nuts'],19.99,Kingston
