,item,category,name,price,store,image,story,vegan,foods,real_price,location
3329,watermelons,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3330,frozen fruit,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12839268/4627e0bc-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3331,yams,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_items/240755483/1635873849/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3332,dates,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_items/240941318/1636056060/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3333,mushrooms,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12821749/44360000-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3334,nectarines,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3335,pineapples,produce,"Pc kimchi hummus, 280 g",$3.99,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12846955/698c03f6-3bf0-11ec-987a-0e7faade0358/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'hummus']",3.99,Kingston
3336,limes,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_items/240755488/1635873853/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3337,potatoes,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241116219/1636542304/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3338,mandarins,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3339,plums,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,../static/images/plums.png,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3340,apples,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12880103/b7f7454a-404c-11ec-9952-0e7faade0358/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3341,cucumbers,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12871459/d1be7bd0-3de3-11ec-a32a-0ec6e2beadde/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3342,chocolate,other,"Pillsbury™ ready to bake chocolate chip cookies, 454 g and grands cinnamon rolls with icing, 496 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_items/241116354/1636138328/large.jpg,,FALSE,"['chocolate', 'cookies']",4.0,Kingston
3343,cookies,bakery,"Pillsbury™ ready to bake chocolate chip cookies, 454 g and grands cinnamon rolls with icing, 496 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12839274/44301dc4-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,"['chocolate', 'cookies']",4.0,Kingston
3344,cabbages,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3345,celery,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12880139/bb8c4412-404c-11ec-8907-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3346,jalapeños,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3347,avocados,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_items/240755486/1635873852/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3348,cilantro,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3349,cauliflower,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_items/241587099/1636477431/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3350,cantaloupes,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4b3e9376-37f6-11ec-9779-0efae983d694/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3351,strawberries,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12839244/64d02c86-3b17-11ec-8aa9-0e1ba86a8db4/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3352,lemons,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_items/240755488/1635873853/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3353,nectarines,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3354,blueberries,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_items/240755454/1635873851/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3355,"piller's sliced deli meat, 150-200 g",meat,"Piller's sliced deli meat, 150-200 g",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12871457/d2e530e4-3de3-11ec-bbfc-0e1ba86a8db4/medium,,FALSE,"[""piller's sliced deli meat, 150-200 g""]",4.0,Kingston
3356,mangoes,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12871459/d2136b40-3de3-11ec-a32a-0ec6e2beadde/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3357,pears,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829137/55c1012a-38bf-11ec-a821-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3358,watermelons,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3359,broccoli,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829137/551f9b78-38bf-11ec-a821-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3360,cracker barrel cheese slices,dairy,Cracker barrel cheese slices,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839309/51a338a6-3b17-11ec-ac43-0ec6e2beadde/medium,,FALSE,['cracker barrel cheese slices'],4.0,Kingston
3361,cracker barrel or black diamond natural cheese slices,dairy,Cracker barrel or black diamond natural cheese slices,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/50e2e740-3b17-11ec-aed0-0edc53c25ee6/medium,save $3.58 on 2,FALSE,['cracker barrel or black diamond natural cheese slices'],4.0,Kingston
3362,pineapples,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12846955/698c03f6-3bf0-11ec-987a-0e7faade0358/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3363,peaches,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3364,blackberries,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,../static/images/blackberries.png,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3365,lemons,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_items/240755488/1635873853/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3366,carrots,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_items/240941301/1636056049/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
3367,watermelons,produce,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cereal']",4.0,Kingston
3368,mushrooms,produce,"Farmer's market™ mini croissants, 336 g or cookies, 12's",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12821749/44360000-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach', 'cookies']",4.0,Kingston
